"Image","Actual word","Kernel size","Kernel type","Iterations","Without Filter","Opening","Closing","Erosion","Dilation","OC","CO","OCO","COC","Sharpened"
"5909.png","simple",2,0,1,"simple","simple","simple","simple","simple","simple","simple","simple","simple","simple"
"591.png","[Total",2,0,1,"| Total","| Total","| Total","| Total","| Total","| Total","| Total","| Total","| Total","| Total"
"5910.jpeg","and",2,0,1,"and","and","and","and","and","and","and","and","and","and"
"5911.png","of",2,0,1,"| of","| of","| of","| of","| of","| of","| of","| of","| of","| OF"
"5912.png","Ltd.",2,0,1,"Ltd.","Ltd.","Ltd.","Ltd.","Ltd.","Ltd.","Ltd.","Ltd.","Ltd.","Ltd."
"5913.png","Hours",2,0,1,,"rours","rours",,,"rMours","rMours","Hours","Hours",
"5914.png","to",2,0,1,,,,,,,,,,
"5915.png","the",2,0,1,,,,,,,,,,
"5916.png","output,",2,0,1,"output,","output,","output,","output,","output,","output,","output,","output,","output,","output,"
"5917.jpeg","all",2,0,1,"Ql","Ql","‘ell","‘ell",,"fell","fell","a]|","a]|","ql"
"5918.jpeg","old",2,0,1,"old","old","old","old","old","old","old","old","old","old"
"5919.jpeg","~me",2,0,1,"~mMme","~me","~me","~me","~mMme","~MmMe","~Mme","~ye","~Hye","~mMme"
"592.png","reporting?",2,0,1,"reporting?","reporting?","reporting?","reporting?","reporting?","reporting?","reporting?","reporting?","reporting?","reporting?"
"5920.jpeg","sake",2,0,1,"sake","sake","sake","sake","sake","sake","sake","sake","sake","sake"
"5921.jpeg","If",2,0,1,"Tf","Tf","Tf","Tf","Tf","Tf","Tf",,,"Tf"
"5922.png","CARE",2,0,1,,,,,,,,,,
"5923.jpeg","feeling",2,0,1,"teeling","teeling","teeling","teeling","teeling","teeling","teeling","teeling","teeling","teeling"
"5924.jpeg","HERE",2,0,1,"HERE","HERE","HERE","HERE","HERE","HERF","HERF","HERE","HERE","HERE"
"5925.png","But",2,0,1,,,,,,,,,,
"5926.jpeg","It*",2,0,1,"it","re","it","it",,"ve","ve","ie","ie","it"
"5927.jpeg","you",2,0,1,"you","you","you","you","you","you","you","you","you","you"
"5928.jpeg","things",2,0,1,"things","things","things","things","things","things","things","things","things","things"
"5929.png","production",2,0,1,,"production","production",,"production","production","production","production","production",
"593.jpeg","who",2,0,1,"who",,,"who",,"who","who","who","who","who"
"5930.png","publicly",2,0,1,"publicly","publicly","publicly","publicly","pDuDIICcly","publicly","publicly","publicly","publicly","publicly"
"5931.jpeg","close",2,0,1,"close","close","close","close","close","close","close","close","close","close"
"5932.png","SWIFT.",2,0,1,,,,,,,,,,
"5933.jpeg","his",2,0,1,"his","his","his","his","his","his","his","his","his","his"
"5934.png","overcome",2,0,1,,,,,,,,,,
"5935.png","to",2,0,1,"TO","TO","TO","TO","TO","TO","TO","TO","TO","TO"
"5936.jpeg","life",2,0,1,,,,,,,,,,
"5937.png","(7)",2,0,1,,,,,,,,,,
"5938.jpeg","and",2,0,1,"and","and","and","and","and","and","and","and","and","and"
"5939.jpeg","PERENNIAL",2,0,1,"PERENNIAL","PERENNIAL","PERENNIAL","PERENNIAL","PERENNIAL","PERENNIAL","PERENNIAL","PERENINIA!","PERECANINIA!","PERENNIAL"
"594.png","the",2,0,1,"tne","tne","tne","tne","tne",,,,,"ine"
"5940.png","The",2,0,1,,,,,,,,,,
"5941.jpeg","there",2,0,1,,,,,,"there","there","there","there",
"5942.png","Segmentation",2,0,1,"Segmentation","Segmentation","Segmentation","Segmentation","Segmentation","Segmentation","Segmentation","Segmentation","Segmentation","Segmentation"
"5943.png","?",2,0,1,,,,,,,,,,
"5944.png","not",2,0,1,"not","not","not","not","not","not","not","not","not","not"
"5945.jpeg","TAKE",2,0,1,"TAKE","TAKE","TAKE","TAKE","TAKE","TAKE","TAKE","TAKE","TAKE","TAKE"
"5946.png","as",2,0,1,,,,,,,,,,
"5947.jpeg","and",2,0,1,"and","and","and","and","and",,,,,"and"
"5948.png","advantages",2,0,1,"aavantages","advantages","advantages","advantages","aavantages","advantages","advantages","advantages","advantages","aavantages"
"5949.jpeg","break",2,0,1,"break","break","break","break","break","break","break","hreak","hreak","break"
"595.png","before",2,0,1,,,,,,,,,,
"5950.png","stream",2,0,1,,,,,,,,,,
"5951.png","effects",2,0,1,,,,,,,,"effects","effects",
"5952.png","trends",2,0,1,,,,,,,,,,
"5953.png","other",2,0,1,"other","other","other","other","other","other","other","other","other","other"
"5954.jpeg","the",2,0,1,,"the","the",,"the","the","the","the","the","the"
"5955.png","in",2,0,1,"qin","qin","qin","emia","din","Gin","gin","din","din","din"
"5956.jpeg","as",2,0,1,"as","as","as","as","as","a6","a6",46,"AS","AS"
"5957.jpeg","HE",2,0,1,,,,,,"HF","HF","HF","HF",
"5958.png","5/",2,0,1,,,,,,,,,,
"5959.png","indicated",2,0,1,,,"indicated",,,,,,,"ingicatad"
"596.png","shops”",2,0,1,"SnNops |",,,"Snops","snops","SNODS","SNODS","SNODS","SNODS","SnNops |"
"5960.png","manner",2,0,1,,,,,,,,,,
"5961.png",")",2,0,1,,,,,,,,,,
"5962.png","product",2,0,1,"product","product","product",,"product","product","product","product","product","product"
"5963.jpeg","THAT",2,0,1,"THAT","THAT","THAT","THAT","THAT","THAT","THAT","THAT","THAT","THAT"
"5964.png","an",2,0,1,,,,,,,,,,
"5965.jpeg","Would>",2,0,1,"Would>","Would>","Would>","Would>","Would>","Would>","Would>","Woiild>","Woiuild>","Would>"
"5966.jpeg","and",2,0,1,"and","and","and","and","and","and","and","and","and","and"
"5967.png","problems",2,0,1,"propiem","propiem","propiem","propiem","propiem","propiem","propiem","propiem","propiem","propiem"
"5968.jpeg","was",2,0,1,"was","was","was","was","was","was","was","was","was","was"
"5969.jpeg","Gladys",2,0,1,"Gladys","Gladys","Gladys","Gladys","Gladys","Gladys","Gladys","Gladys","Gladys","Gladys"
"597.jpeg","the",2,0,1,,"the","the","the",,"the","the","the","the",
"5970.jpeg","Fisher",2,0,1,"Fisher","Fisher","Fisher","Fisher","Fisher","Fisher","Fisher","Fisher","Fisher","Fisher"
"5971.png","any",2,0,1,"any","any","any","any","any","any","any","any","any","any"
"5972.jpeg","but",2,0,1,,,,,,"hut","hut","hut","hut","hut"
"5973.jpeg","the",2,0,1,,"the","the",,"the","the","the","the","the","the"
"5974.jpeg","had",2,0,1,"had","had","had","had","had","had","had",,,"had"
"5975.jpeg","me.",2,0,1,"me.","me.","me.","me.","me.","Mme.","me.","Me.","Me.","Me."
"5976.png","is",2,0,1,"1c",19,19,"ic","1°","1S","1S","1S","1°","1c"
"5977.png","ago,",2,0,1,"AQO,","ago,","ago,","AQO,","AQO,","ago,","ago,","ago,","ago,","AQO,"
"5978.png","Calculate",2,0,1,,,,,,,,"Calculate","Calculate",
"5979.png","rate.",2,0,1,,,,,,,,,,
"598.png","Accountants,",2,0,1,,,,,,,,,,
"5980.png","the",2,0,1,,,,,,,,,,
"5981.jpeg","supplies.",2,0,1,"supplies.","supplies.","supplies.","supplies.","supplies.","suoplies.","supplies.","supplies.","supplies.","supplies."
"5982.jpeg","was",2,0,1,"was","was","was","was","was","was","was","was","was","was"
"5983.png"," ",2,0,1,,,,,,,,,,
"5984.jpeg","SWEET",2,0,1,,,,,,,,,,
"5985.png","ways",2,0,1,"Ways","Ways","Ways","Ways","Ways",,,,,"Ways"
"5986.jpeg","before ]",2,0,1,"before ]","before |","before |","before ]","before |","before |","before |","before |]","before |","before ]"
"5987.png","promotional",2,0,1,"promotional","promotional","promotional","promotional","promotional","promotional","promotional","promotional","promotional","promotional"
"5988.jpeg","THE",2,0,1,"THE","THE","THE","THE","THE","THE","THE","THE","THE","THE"
"5989.jpeg","FIRST",2,0,1,,,,,"FIRST",,,"FIRST","FIRST",
"599.jpeg","its",2,0,1,"its","its","its","its","its","its","its","ite","ite","its"
"5990.png","of",2,0,1,"of","of","of","of","of","of","of","of","of","or"
"5991.jpeg","to",2,0,1,"to","tO","tO","to","to","TO","TO",,,"tO"
"5992.jpeg","TO",2,0,1,,,,,,"TO","TO","TO","TO",
"5993.jpeg","war",2,0,1,"war","Wo>Dr","Wio>»r","wor","Vor","WiC","WiC","Vac?","VLAIcH","WOT"
"5994.jpeg","crack?",2,0,1,"crack?","crack?","crack?","crack?","crack?","crack?","crack?","crack?","crack?","crack?"
"5995.jpeg","back",2,0,1,,,,,,,,,,
"5996.png","examples.",2,0,1,"exampies.","exampies.","exampies.","exampies.","exampies.","exampies.","exampies.","exampies.","exampies.","exampies."
"5997.png","leading",2,0,1,"leading","leading","leading","leading","leading","leading","leading","leading","leading","leading"
"5998.png","two",2,0,1,,,"ae","PAs ec",,"uit","PiAs","aha","aunt",
"5999.jpeg","And",2,0,1,,,,,,,,,,"And"
"6.jpeg","but",2,0,1,,,,,,"but","but","but","hut",
"60.jpeg","MY",2,0,1,"MY","MY","MY","MY","MY","MY","MY","MY","MY","MY"
"600.jpeg","INDEED",2,0,1,,,,,,,,,,
"6000.jpeg","For",2,0,1,"For","For","For","For","For","For","For","For","For","For"
"6001.png","Curve""",2,0,1,,"Curve","Curve",,"Curve","Curve","Curve","Ciirvye","Cirve",
"6002.jpeg","different",2,0,1,"different","different","different","different","different","different","different","different","different","different"
"6003.jpeg","Eng",2,0,1,"Eng","Eng","Eng","Eng","Eng","Eng","Eng","Eng","Eng","Eng"
"6004.png","the",2,0,1,,"ine","ine",,"ine","ine","ine","tne","tne",
"6005.jpeg","PUFFBALL",2,0,1,"PLIEERATTL","PLUIFFRAITL","PLIFFRAIL","PIIFERATL","PLJFFRATL","PLIFERATI","PLIFERATI","PIIFERAII","PIIFERAII","PIJEER ATT"
"6006.png","it",2,0,1,"iT","it","it","iT","it","i",7,"it","it",
"6007.jpeg","priceless:",2,0,1,"priceless:","priceless:","priceless:","priceless:","priceless:","priceless:","priceless:","priceless:","priceless:","priceless:"
"6008.png","Excise",2,0,1,"I-xcise","m-xcisea","é-xcise","m-xcise","-xcise","é-xcisa","m-xcisa","mycisa","mycisa","mxcisea"
"6009.jpeg","in",2,0,1,"in","in","in","in",111,"in","in","11)","11)","in"
"601.png","provided",2,0,1,"provided","provided","provided","providea","provided","provided","provided","provided","provided","provided"
"6010.jpeg","[ when",2,0,1,"i when","[ when","[when","i when","[ when","IT when","IT when","Twhen","Twhen","ij when"
"6011.jpeg","She",2,0,1,,,,,,,,,,
"6012.jpeg","My",2,0,1,"My","My","My","My","My","My","My","My","My","My"
"6013.jpeg","Other",2,0,1,"Other","Other","Other","Other","Other","Other","Other","Other","Other","Other"
"6014.png","distinct",2,0,1,,"distinct","distinct",,"distinct","distinct","distinct","distinc","distinc",
"6015.png","Explain",2,0,1,"Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain","Explain"
"6016.jpeg","have\",2,0,1,,,,,,,,,,
"6017.jpeg","to",2,0,1,,"to","to",,"to",,,,,
"6018.png","(3)",2,0,1,,,,,,,,,,
"6019.jpeg","dimmer",2,0,1,"dimmer","dimmer","dimmer","dimmer","dimmer","dimmer","dimmer","dimmer","dimmer","dimmer"
"602.png","are",2,0,1,,,,,,,,,,
"6020.jpeg","of",2,0,1,,,,,,"of","of","of","of",
"6021.png","CRM",2,0,1,,,,,,,,,,
"6022.png",60,2,0,1,,,,,,,,,,
"6023.png","Hindi",2,0,1,,,,,,,,,,
"6024.png","in",2,0,1,"in",,,,"in",,,"in","in","in"
"6025.png","and",2,0,1,"and","ang","ang","and","and","ang","and","ang","ang","and"
"6026.png","question",2,0,1,"question","question","question","question","question",,,,,"question"
"6027.png","sub",2,0,1,"Suh","Cub","cur",,"sub","euP","euP","enh","enh","Sub"
"6028.png","OR",2,0,1,,,,,,,,,,
"6029.png","prefer",2,0,1,,,,,,,,,,
"603.png","funds.",2,0,1,,,,,,,,,,
"6030.jpeg","WITCH",2,0,1,"WITCH","WITCH","WITCH","WITCH","WITCH","WITCH","WITCH","WATCH","WATCH","WITCH"
"6031.png","Provision",2,0,1,"Provision","Provision","Provision","Provision","Provision","Provision","Provision","Provision","Provision","Provision"
"6032.jpeg","to",2,0,1,"to",,,"to",,,,,,"to"
"6033.jpeg","to",2,0,1,"fo","fo","to","to","fo","fo","fo","tn","tn","fo"
"6034.png","consumer",2,0,1,,,,,,,,,,
"6035.jpeg","of",2,0,1,"of","of","of","of","of",,,,,"of"
"6036.png","of",2,0,1,,,,,,,,"of","of",
"6037.jpeg","and",2,0,1,"and","and","and","and","and","and","and","and","and","and"
"6038.png",2002,2,0,1,,,,,,,,,,
"6039.png","capital",2,0,1,,,"capital",,"capital","capital","capital","capital","capital",
"604.png","Questions",2,0,1,,,,,,,,,,
"6040.jpeg","and",2,0,1,"and","and","and","and","and","and","and","and","and","and"
"6041.jpeg","Nerle",2,0,1,"Nerle","Nerle","Nerle","Nerle","Nerle","Nerle","Nerle","Nerle","Nerle","Nerle"
"6042.png","Anand",2,0,1,,,,,,,,,,
"6043.jpeg","shrieked",2,0,1,"shrieked","shrieked","shrieked","shrieked","shrieked","shrieked","shrieked","shrieked","shrieked","shrieked"
"6044.jpeg","Pip",2,0,1,"Pip","Pip","Pip","Pip","Pip","Pip","Pip","Pio","Pip","Pip"
"6045.jpeg","solve`",2,0,1,"solve’","solve”","solve’","solve","solve","solve’","solve","solve”","solve”","solve’"
"6046.jpeg","to ?",2,0,1,"to 2","to 2","to 2","to 2","to 2","to 2","to 2",,,"to 2"
"6047.jpeg","for",2,0,1,"for","for","for","for","for","for","for","for","for","for"
"6048.png","(d)",2,0,1,,,,,,,,,,
"6049.jpeg","veneration",2,0,1,"veneration","veneration","veneration","veneration","veneration","veneration","veneration","wreneration","veneration","veneration"
"605.jpeg","would >",2,0,1,"would >","would >","would >","would >","would >","would >","would >","would >","would >","would >"
"6050.jpeg","either",2,0,1,"either","either","either","either","either","either","either","either","either","either"
"6051.jpeg","are",2,0,1,"ore","ore","ore","ore","qre","fre","fTe","Lie","fie","qre"
"6052.jpeg","nothing",2,0,1,"nothing","nothing","nothing","nothing","nothing","nothing","nothing","nothing","nothing","nothing"
"6053.jpeg","FROM",2,0,1,"FROM","FROM","FROM","FROM","FROM","FROMM","FROM","FROM,","FROM,","FROM"
"6054.png","the",2,0,1,"tne","tne","tne","tne","the","the","the",,,"the"
"6055.png","picture",2,0,1,"picture","picture","picture","picture","picture","picture","picture","picture","picture","picture"
"6056.png",0.9091,2,0,1,,,,,,,,,,
"6057.png","risks",2,0,1,,,,,,,,"ricke","ricke",
"6058.jpeg","see",2,0,1,"see","see","see","see","see","see","see","see","see","see"
"6059.png","turnover",2,0,1,,,,,,,,,,
"606.jpeg","left",2,0,1,"left",,,,"left",,,,,
"6060.png","the",2,0,1,,,,,,,,,,
"6061.jpeg","DONE",2,0,1,,,,,,,,,,
"6062.jpeg","Dorothy",2,0,1,"Dorothy","Dorothy","Dorothy","Dorothy","Dorothy","Dorothy","Dorothy","Dorothy","Dorothy","Dorothy"
"6063.jpeg","FOUR",2,0,1,"FOUR","FOUR","FOUR","FOUR","FOUR","FOUR","FOUR","FOU/R","FOI/R","FOUR"
"6064.png",7,2,0,1,,,,,,,,,,
"6065.png","Comment.",2,0,1,,,,,,,,,,
"6066.jpeg","hard|",2,0,1,,"hard |","hard |",,"hard |","hard |","hard |","hard |","hard |",
"6067.png","be",2,0,1,"He","He","He","He","be","He","He","He","He","He"
"6068.jpeg","to",2,0,1,"tT]",,,"tT]","tO",,,,,"to"
"6069.png","viewed",2,0,1,,"viewed","viewed",,"viewed","viewed","viewed","vieweRa","viewed",
"607.jpeg","never",2,0,1,"never","never","never","never","never","never","never","nevef?r","neve,?r","never"
"6070.jpeg","to",2,0,1,"to","to","to","to","to","to","To","TO","TO","to"
"6071.png","the",2,0,1,"the","the","the","the","the","the","the",,,"the"
"6072.png","with",2,0,1,,,,,,,,,,
"6073.jpeg","even",2,0,1,"even","even","even","even","even","even","eyen","even","even","even"
"6074.png","two",2,0,1,,,,,,"two","two","two","two",
"6075.jpeg","author",2,0,1,"author","author","author","author","author","author","cuithor","ciuithor","cuithor","author"
"6076.png","Governance",2,0,1,"(sOovernance","(sovernance","fsovernance","(sovernance","(sovernance","{fsovernance","{fsovernance","{fsovermnance","{fsovermnance","f-OVeErnance"
"6077.jpeg","BE",2,0,1,"BE","BE","BE","RE",,"RF","RFE",,,"BE"
"6078.png","in",2,0,1,"Te","ir","ir","ir","ir","Te","in",,,"Te"
"6079.jpeg","old",2,0,1,"old","old","old","old","old","old","old","old","old","old"
"608.jpeg","of",2,0,1,,,,,,,,,,
"6080.png","agricultural",2,0,1,"agricultural","agricultural","agricultural","agricultural","agricultural","agricultural","agricultural","agricultural","agricultural","agricultural"
"6081.jpeg","answered",2,0,1,"answered","ans\vered","answered","answered","ans\vered","ansivered","ansivered","CAINS\Veren","CINS\VeEren","answered"
"6082.png","provide",2,0,1,"provide","provide","provide","provide","provide","provide","provide","provide","provide","provide"
"6083.jpeg","of",2,0,1,"of","of","of","of","of",,,,,"of"
"6084.jpeg","AND",2,0,1,,,,,">",">",">",,,
"6085.jpeg","his",2,0,1,"his","his","his","his","his","his","his","his","his","his"
"6086.png","the",2,0,1,,,,,,,,,,
"6087.png","Amul",2,0,1,"Amul",,,"Amul",,,,"Amul","Amul",
"6088.jpeg","streets",2,0,1,"streets","streets","ctreats","streets","streets","ctreeate","ctreete","etraate","etraate","streats"
"6089.jpeg","clearly",2,0,1,"clearly","clearly","clearly","clearly","clearly","clearly","clearly","clearly","clearly","clearly"
"609.jpeg","thing",2,0,1,"thing","thing","thing","thing","thing","thing","thing","thing","thing","thing"
"6090.png","groups.",2,0,1,"PTOUDS.","PrOuUps.","Proups.","PTOUDS.","PTrOUps.","Proups.","Proups.","PTOUDpS.","PTOUDS.","PTOUDS."
"6091.png","everyone.",2,0,1,"everyone.","CVEryone.","CVEryone.","CVveryone.","everyone.","everyone.","everyone.","everyone.","everyone.","everyone."
"6092.jpeg","SWORD",2,0,1,"SWORD","SWORD","SWORD","SWORD","SWORD","SWORD","SWORD","SWORD","SWORD","SWORD"
"6093.jpeg","comeliness",2,0,1,"comeliness","comeliness","comeliness","comeliness","comeliness","comeliness","comeliness","comeliness","comeliness","comeliness"
"6094.png","is",2,0,1,"iS","is","ic","T=","is","ic","is",,,"is"
"6095.png","cleaning",2,0,1,"cleaning","cleaning","cleaning","cleaning","cleaning","cleaning","cleaning","cleaning","cleaning","cleaning"
"6096.jpeg","to",2,0,1,,"to","to",,"to",,,,,
"6097.jpeg","the",2,0,1,"the","the","the","Hh @","the","the","the",,,"tHe"
"6098.jpeg","TO",2,0,1,,,,,,,,,,
"6099.png","?",2,0,1,,,,,,,,,,
"61.png","factors",2,0,1,,,,,,,,,,
"610.jpeg","of",2,0,1,,"ot","ot","ot","ot","ot","ot",,,
"6100.png","exporting",2,0,1,"exporting",,"exporting","exporting",,,,"exporting","exporting","exporting"
"6101.png","Indian",2,0,1,"indian",,,"indian",,,,"Indian","Indian","indian"
"6102.png","of",2,0,1,"ot","ot","ot","ot","ot","ot","ot","ot","ot","OT"
"6103.jpeg","pleasure",2,0,1,"pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure","pleasure"
"6104.png","seven",2,0,1,,,,,,,,,,
"6105.png","call",2,0,1,,,,,,,,,,
"6106.png","by",2,0,1,"by","by","by","by","by","by","by","by","by","by"
"6107.png","be",2,0,1,"ne","ne","ne","ye","ne","Ne","ne","ne","ne","ne"
"6108.jpeg","ABOUT",2,0,1,"ABOUT","ABOUT","ABOUT","ABOUT","ABOUT","ABOUT","ABOUT","ARBQOUT","ARQOUT","ABOUT"
"6109.png","OVER",2,0,1,,,,,,,,,,
"611.jpeg","more",2,0,1,"more","more","more","more","more","more","more","More","more","more"
"6110.png","Act,",2,0,1,"Act.","Act.","Act.","Act.","Act.","Act.","Act.","Act.","Act.","Act."
"6111.png","Financial",2,0,1,,"Financial","Financia!",,"Financia!","Financia!","Financia!","Hinancia!","Hinancia!",
"6112.jpeg","do",2,0,1,"do","do","do","do","do","do","do","do","do","do"
"6113.png","the",2,0,1,,,,,,,,,,
"6114.jpeg","shred",2,0,1,"shred","shred","shred","shred","shred",,,,,"shred"
"6115.jpeg","poor",2,0,1,"poor","poor","poot","poor","poor","poor","poor","poor","poor","peor"
"6116.png","Scam",2,0,1,,,,,,"Scam","Scam","Scam","Scam",
"6117.png","minimum",2,0,1,"minimum","minimum","minimum","minimum","minimum","minimum","minimum","MINIMUM","MINIMUM","minimum"
"6118.png","phone",2,0,1,,,,,,,,"phone","phone",
"6119.png","reduced",2,0,1,,,,,,,,"reduced","reduced",
"612.jpeg","SMALL",2,0,1,,,,,,,,,,
"6120.png","planning",2,0,1,"planning","planning","planning","planning","planning","planning","planning","planning","planning","planning"
"6121.jpeg","{the",2,0,1,,,,,,,,,,
"6122.png","(any",2,0,1,,,,,,,,,,
"6123.png","(iv)",2,0,1,,,,,,,,,,
"6124.png","disallowing",2,0,1,"disallowing","disallowing","disallowing","disallowing","disallowing","disallowing","disallowing","disallowing","disallowing","disallowing"
